date,cpu_util_percent
1970/1/1 18:39,26
1970/1/1 18:39,24
1970/1/1 18:40,26
1970/1/1 18:40,34
1970/1/1 18:41,24
1970/1/1 18:44,28
1970/1/1 18:44,27
1970/1/1 18:46,28
1970/1/1 18:47,29
1970/1/1 18:49,31
1970/1/1 18:51,39
1970/1/1 18:52,28
1970/1/1 18:52,28
1970/1/1 18:53,25
1970/1/1 18:54,26
1970/1/1 18:56,23
1970/1/1 18:57,24
1970/1/1 18:57,56
1970/1/1 18:58,21
1970/1/1 18:59,21
1970/1/1 19:00,42
1970/1/1 19:01,25
1970/1/1 19:03,33
1970/1/1 19:05,34
1970/1/1 19:06,79
1970/1/1 19:07,34
1970/1/1 19:10,45
1970/1/1 19:14,28
1970/1/1 19:14,30
1970/1/1 19:17,30
1970/1/1 19:18,27
1970/1/1 19:18,25
1970/1/1 19:19,29
1970/1/1 19:20,26
1970/1/1 19:22,32
1970/1/1 19:22,33
1970/1/1 19:23,31
1970/1/1 19:25,33
1970/1/1 19:26,33
1970/1/1 19:28,35
1970/1/1 19:30,40
1970/1/1 19:37,26
1970/1/1 19:37,28
1970/1/1 19:38,26
1970/1/1 19:38,28
1970/1/1 19:39,28
1970/1/1 19:39,25
1970/1/1 19:40,21
1970/1/1 19:40,21
1970/1/1 19:48,24
1970/1/1 19:49,27
1970/1/1 19:56,31
1970/1/1 19:56,33
1970/1/1 19:57,52
1970/1/1 19:59,33
1970/1/1 20:01,30
1970/1/1 20:03,57
1970/1/1 20:03,50
1970/1/1 20:03,49
1970/1/1 20:07,28
1970/1/1 20:09,28
1970/1/1 20:12,43
1970/1/1 20:15,37
1970/1/1 20:15,37
1970/1/1 20:15,35
1970/1/1 20:17,28
1970/1/1 20:17,30
1970/1/1 20:18,31
1970/1/1 20:20,30
1970/1/1 20:22,30
1970/1/1 20:24,24
1970/1/1 20:25,27
1970/1/1 20:27,22
1970/1/1 20:32,22
1970/1/1 20:33,20
1970/1/1 20:34,56
1970/1/1 20:35,20
1970/1/1 20:36,20
1970/1/1 20:39,18
1970/1/1 20:45,30
1970/1/1 20:47,31
1970/1/1 20:48,37
1970/1/1 20:50,34
1970/1/1 20:52,38
1970/1/1 20:53,35
1970/1/1 20:56,26
1970/1/1 20:57,26
1970/1/1 20:58,25
1970/1/1 20:59,36
1970/1/1 20:59,81
1970/1/1 21:00,27
1970/1/1 21:02,30
1970/1/1 21:05,24
1970/1/1 21:05,33
1970/1/1 21:05,25
1970/1/1 21:11,30
1970/1/1 21:14,33
1970/1/1 21:18,65
1970/1/1 21:22,34
1970/1/1 21:24,37
1970/1/1 21:25,76
1970/1/1 21:25,29
1970/1/1 21:27,28
1970/1/1 21:29,28
1970/1/1 21:29,76
1970/1/1 21:31,28
1970/1/1 21:39,28
1970/1/1 21:39,29
1970/1/1 21:40,37
1970/1/1 21:41,46
1970/1/1 21:42,51
1970/1/1 21:43,52
1970/1/1 21:44,41
1970/1/1 21:44,26
1970/1/1 21:45,23
1970/1/1 21:46,22
1970/1/1 21:47,38
1970/1/1 21:48,26
1970/1/1 21:49,27
1970/1/1 21:49,24
1970/1/1 21:49,63
1970/1/1 21:50,45
1970/1/1 21:51,36
1970/1/1 21:51,34
1970/1/1 21:52,33
1970/1/1 21:54,27
1970/1/1 21:54,34
1970/1/1 21:55,31
1970/1/1 21:56,28
1970/1/1 21:59,41
1970/1/1 22:00,45
1970/1/1 22:01,53
1970/1/1 22:01,43
1970/1/1 22:02,31
1970/1/1 22:05,33
1970/1/1 22:06,30
1970/1/1 22:06,31
1970/1/1 22:09,80
1970/1/1 22:10,38
1970/1/1 22:11,42
1970/1/1 22:12,36
1970/1/1 22:12,36
1970/1/1 22:13,33
1970/1/1 22:15,38
1970/1/1 22:16,69
1970/1/1 22:17,29
1970/1/1 22:18,29
1970/1/1 22:20,28
1970/1/1 22:24,33
1970/1/1 22:26,26
1970/1/1 22:26,57
1970/1/1 22:27,23
1970/1/1 22:27,23
1970/1/1 22:28,24
1970/1/1 22:28,28
1970/1/1 22:30,25
1970/1/1 22:30,49
1970/1/1 22:32,36
1970/1/1 22:36,65
1970/1/1 22:39,34
1970/1/1 22:39,35
1970/1/1 22:39,33
1970/1/1 22:40,28
1970/1/1 22:41,30
1970/1/1 22:41,28
1970/1/1 22:46,33
1970/1/1 22:48,39
1970/1/1 22:51,34
1970/1/1 22:52,32
1970/1/1 22:54,27
1970/1/1 22:56,28
1970/1/1 22:57,30
1970/1/1 22:58,31
1970/1/1 22:58,29
1970/1/1 23:00,31
1970/1/1 23:00,32
1970/1/1 23:01,29
1970/1/1 23:02,31
1970/1/1 23:03,35
1970/1/1 23:04,42
1970/1/1 23:06,33
1970/1/1 23:10,29
1970/1/1 23:10,28
1970/1/1 23:11,26
1970/1/2 1:54,36
1970/1/2 1:55,30
1970/1/2 1:55,25
1970/1/2 1:57,25
1970/1/2 1:58,26
1970/1/2 1:59,30
1970/1/2 2:03,32
1970/1/2 2:04,33
1970/1/2 2:05,36
1970/1/2 2:07,39
1970/1/2 2:09,50
1970/1/2 2:11,41
1970/1/2 2:12,34
1970/1/2 2:13,43
1970/1/2 2:13,34
1970/1/2 2:14,41
1970/1/2 2:15,39
1970/1/2 2:21,37
1970/1/2 2:22,36
1970/1/2 2:22,36
1970/1/2 2:23,28
1970/1/2 2:24,47
1970/1/2 2:25,37
1970/1/2 2:26,39
1970/1/2 2:26,37
1970/1/2 2:26,36
1970/1/2 2:27,38
1970/1/2 2:28,39
1970/1/2 2:28,35
1970/1/2 2:31,32
1970/1/2 2:35,36
1970/1/2 2:35,40
1970/1/2 2:36,40
1970/1/2 2:37,38
1970/1/2 2:41,36
1970/1/2 2:41,33
1970/1/2 2:45,38
1970/1/2 2:50,43
1970/1/2 2:50,36
1970/1/2 2:51,34
1970/1/2 2:54,33
1970/1/2 2:54,39
1970/1/2 3:47,34
1970/1/2 3:48,29
1970/1/2 3:50,38
1970/1/2 3:51,40
1970/1/2 3:53,36
1970/1/2 3:58,42
1970/1/2 4:00,51
1970/1/2 4:00,48
1970/1/2 4:01,34
1970/1/2 4:03,41
1970/1/2 4:05,46
1970/1/2 4:07,41
1970/1/2 4:08,42
1970/1/2 4:09,39
1970/1/2 4:10,36
1970/1/2 4:11,32
1970/1/2 4:12,28
1970/1/2 4:15,41
1970/1/2 4:16,34
1970/1/2 4:18,32
1970/1/2 4:18,38
1970/1/2 4:18,33
1970/1/2 4:18,40
1970/1/2 4:21,30
1970/1/2 4:27,39
1970/1/2 4:29,37
1970/1/2 4:29,39
1970/1/2 4:30,35
1970/1/2 4:31,53
1970/1/2 4:36,39
1970/1/2 4:37,39
1970/1/2 4:37,28
1970/1/2 4:39,46
1970/1/2 4:41,36
1970/1/2 4:42,39
1970/1/2 4:44,37
1970/1/2 4:47,30
1970/1/2 4:49,34
1970/1/2 4:49,28
1970/1/2 4:56,39
1970/1/2 4:57,50
1970/1/2 4:58,42
1970/1/2 4:59,31
1970/1/2 5:00,35
1970/1/2 5:04,43
1970/1/2 5:05,39
1970/1/2 5:06,44
1970/1/2 5:06,34
1970/1/2 5:07,39
1970/1/2 5:09,38
1970/1/2 5:10,40
1970/1/2 5:10,45
1970/1/2 5:12,35
1970/1/2 5:13,36
1970/1/2 5:13,35
1970/1/2 5:15,31
1970/1/2 5:15,41
1970/1/2 5:19,41
1970/1/2 5:20,32
1970/1/2 5:21,36
1970/1/2 5:22,35
1970/1/2 5:22,33
1970/1/2 5:25,35
1970/1/2 5:27,30
1970/1/2 5:27,32
1970/1/2 5:28,32
1970/1/2 5:30,37
1970/1/2 5:31,37
1970/1/2 5:32,32
1970/1/2 5:32,33
1970/1/2 5:39,25
1970/1/2 5:41,27
1970/1/2 5:41,33
1970/1/2 5:42,28
1970/1/2 5:43,28
1970/1/2 5:43,28
1970/1/2 5:43,29
1970/1/2 5:47,30
1970/1/2 5:48,33
1970/1/2 5:49,42
1970/1/2 5:50,35
1970/1/2 5:50,49
1970/1/2 5:52,42
1970/1/2 5:55,37
1970/1/2 5:56,25
1970/1/2 5:58,34
1970/1/2 6:01,43
1970/1/2 6:05,58
1970/1/2 6:06,52
1970/1/2 6:07,33
1970/1/2 6:09,27
1970/1/2 6:09,32
1970/1/2 6:12,30
1970/1/2 6:12,24
1970/1/2 6:14,32
1970/1/2 6:14,19
1970/1/2 6:15,19
1970/1/2 6:16,31
1970/1/2 6:17,24
1970/1/2 6:21,32
1970/1/2 6:22,26
1970/1/2 6:25,22
1970/1/2 6:26,27
1970/1/2 6:29,30
1970/1/2 6:29,25
1970/1/2 6:32,32
1970/1/2 6:32,25
1970/1/2 6:33,26
1970/1/2 6:36,25
1970/1/2 6:37,27
1970/1/2 6:40,31
1970/1/2 6:41,23
1970/1/2 6:42,23
1970/1/2 6:44,21
1970/1/2 9:35,33
1970/1/2 9:37,30
1970/1/2 9:37,27
1970/1/2 9:40,41
1970/1/2 9:41,43
1970/1/2 9:41,36
1970/1/2 9:44,30
1970/1/2 9:45,35
1970/1/2 9:46,32
1970/1/2 9:47,30
1970/1/2 9:50,29
1970/1/2 9:53,25
1970/1/2 9:53,24
1970/1/2 9:54,28
1970/1/2 9:54,30
1970/1/2 9:55,27
1970/1/2 9:56,33
1970/1/2 9:57,32
1970/1/2 9:58,33
1970/1/2 9:59,33
1970/1/2 10:00,33
1970/1/2 10:00,32
1970/1/2 10:00,35
1970/1/2 10:01,32
1970/1/2 10:02,32
1970/1/2 10:02,34
1970/1/2 10:04,37
1970/1/2 10:04,33
1970/1/2 10:05,31
1970/1/2 10:07,35
1970/1/2 10:07,34
1970/1/2 10:07,35
1970/1/2 10:08,36
1970/1/2 10:09,34
1970/1/2 10:12,47
1970/1/2 10:12,49
1970/1/2 10:12,62
1970/1/2 10:14,34
1970/1/2 10:16,37
1970/1/2 10:18,38
1970/1/2 10:18,50
1970/1/2 10:20,31
1970/1/2 10:22,34
1970/1/2 10:23,32
1970/1/2 10:24,33
1970/1/2 10:24,35
1970/1/2 10:26,31
1970/1/2 10:27,25
1970/1/2 10:27,24
1970/1/2 10:28,23
1970/1/2 10:28,24
1970/1/2 10:29,32
1970/1/2 10:30,37
1970/1/2 10:31,35
1970/1/2 10:31,30
1970/1/2 10:35,35
1970/1/2 10:41,34
1970/1/2 10:41,32
1970/1/2 10:42,37
1970/1/2 10:45,40
1970/1/2 10:46,38
1970/1/2 10:47,35
1970/1/2 10:50,44
1970/1/2 10:57,31
1970/1/2 10:59,34
1970/1/2 11:02,33
1970/1/2 11:03,38
1970/1/2 11:04,44
1970/1/2 11:05,51
1970/1/2 11:05,51
1970/1/2 11:06,50
1970/1/2 11:08,43
1970/1/2 11:11,48
1970/1/2 11:11,48
1970/1/2 11:12,47
1970/1/2 11:14,44
1970/1/2 11:14,43
1970/1/2 11:15,36
1970/1/2 11:15,38
1970/1/2 11:15,37
1970/1/2 11:23,34
1970/1/2 11:23,33
1970/1/2 11:24,35
1970/1/2 11:31,34
1970/1/2 11:36,23
1970/1/2 11:37,27
1970/1/2 11:37,27
1970/1/2 11:38,27
1970/1/2 11:38,33
1970/1/2 11:38,31
1970/1/2 11:39,32
1970/1/2 11:42,34
1970/1/2 11:43,30
1970/1/2 11:43,28
1970/1/2 11:44,30
1970/1/2 11:48,32
1970/1/2 11:48,31
1970/1/2 11:49,31
1970/1/2 11:49,27
1970/1/2 11:50,34
1970/1/2 11:50,37
1970/1/2 11:53,38
1970/1/2 11:53,33
1970/1/2 11:56,26
1970/1/2 11:57,28
1970/1/2 11:58,37
1970/1/2 11:59,34
1970/1/2 11:59,30
1970/1/2 12:00,40
1970/1/2 12:03,38
1970/1/2 12:07,41
1970/1/2 12:13,41
1970/1/2 12:16,37
1970/1/2 12:17,37
1970/1/2 13:54,36
1970/1/2 13:56,57
1970/1/2 13:58,55
1970/1/2 13:59,78
1970/1/2 14:03,71
1970/1/2 14:04,71
1970/1/2 14:05,73
1970/1/2 14:05,71
1970/1/2 14:07,83
1970/1/2 14:09,80
1970/1/2 14:11,78
1970/1/2 14:11,75
1970/1/2 14:12,74
1970/1/2 14:13,72
1970/1/2 14:13,66
1970/1/2 14:14,60
1970/1/2 14:19,56
1970/1/2 14:20,54
1970/1/2 14:21,59
1970/1/2 14:22,50
1970/1/2 14:25,57
1970/1/2 14:29,53
1970/1/2 14:30,54
1970/1/2 14:31,63
1970/1/2 14:32,59
1970/1/2 14:33,59
1970/1/2 14:36,71
1970/1/2 14:36,73
1970/1/2 14:42,47
1970/1/2 14:45,46
1970/1/2 14:46,53
1970/1/2 14:49,65
1970/1/2 14:49,59
1970/1/2 14:50,56
1970/1/2 14:50,56
1970/1/2 14:51,58
1970/1/2 14:52,77
1970/1/2 14:55,66
1970/1/2 14:56,49
1970/1/2 15:25,33
1970/1/2 15:26,48
1970/1/2 15:30,54
1970/1/2 15:32,52
1970/1/2 15:34,55
1970/1/2 15:35,47
1970/1/2 15:35,47
1970/1/2 15:36,49
1970/1/2 15:38,53
1970/1/2 15:42,49
1970/1/2 15:43,51
1970/1/2 15:43,45
1970/1/2 15:44,48
1970/1/2 15:44,45
1970/1/2 15:45,60
1970/1/2 15:46,46
1970/1/2 15:50,46
1970/1/2 15:50,47
1970/1/2 15:54,46
1970/1/2 15:56,51
1970/1/2 16:23,51
1970/1/2 16:25,48
1970/1/2 16:25,51
1970/1/2 16:29,49
1970/1/2 16:31,49
1970/1/2 16:32,52
1970/1/2 16:32,47
1970/1/2 16:33,54
1970/1/2 16:34,54
1970/1/2 16:35,55
1970/1/2 16:39,44
1970/1/2 16:41,46
1970/1/2 16:42,45
1970/1/2 16:42,42
1970/1/2 16:45,34
1970/1/2 16:51,38
1970/1/2 16:51,37
1970/1/2 16:52,33
1970/1/2 16:54,38
1970/1/2 16:57,38
1970/1/2 16:58,37
1970/1/2 16:58,36
1970/1/2 17:04,53
1970/1/2 17:06,57
1970/1/2 17:07,53
1970/1/2 17:10,54
1970/1/2 17:10,61
1970/1/2 17:12,69
1970/1/2 17:13,59
1970/1/2 17:14,52
1970/1/2 17:15,53
1970/1/2 17:18,55
1970/1/2 17:22,45
1970/1/2 17:27,37
1970/1/2 17:27,41
1970/1/2 17:28,42
1970/1/2 17:33,43
1970/1/2 17:33,40
1970/1/2 17:38,39
1970/1/2 17:39,39
1970/1/2 17:39,42
1970/1/2 17:40,40
1970/1/2 17:42,40
1970/1/2 17:42,37
1970/1/2 17:44,43
1970/1/2 17:45,43
1970/1/2 17:48,39
1970/1/2 17:49,36
1970/1/2 17:49,38
1970/1/2 17:53,31
1970/1/2 17:53,34
1970/1/2 17:55,35
1970/1/2 17:55,29
1970/1/2 17:58,34
1970/1/2 18:01,51
1970/1/2 18:02,46
1970/1/2 18:05,50
1970/1/2 18:07,53
1970/1/2 18:08,33
1970/1/2 18:08,40
1970/1/2 18:12,41
1970/1/2 18:13,38
1970/1/2 18:13,38
1970/1/2 18:17,40
1970/1/2 18:19,43
1970/1/2 18:20,44
1970/1/2 18:20,44
1970/1/2 18:22,49
1970/1/2 18:24,33
1970/1/2 18:26,31
1970/1/2 18:28,33
1970/1/2 18:29,32
1970/1/2 18:31,38
1970/1/2 18:31,35
1970/1/2 18:33,38
1970/1/2 18:34,37
1970/1/2 18:34,34
1970/1/2 18:37,37
1970/1/2 18:37,36
1970/1/2 18:40,37
1970/1/2 18:44,32
1970/1/2 18:45,40
1970/1/2 18:47,45
1970/1/2 18:49,34
1970/1/2 18:52,27
1970/1/2 18:54,36
1970/1/2 18:56,32
1970/1/2 18:58,33
1970/1/2 18:58,30
1970/1/2 19:00,52
1970/1/2 19:04,44
1970/1/2 19:06,60
1970/1/2 19:07,45
1970/1/2 19:08,44
1970/1/2 19:08,45
1970/1/2 19:11,48
1970/1/2 19:13,51
1970/1/2 19:14,48
1970/1/2 19:15,59
1970/1/2 19:17,59
1970/1/2 19:17,59
1970/1/2 19:18,57
1970/1/2 19:20,55
1970/1/2 19:22,54
1970/1/2 19:24,49
1970/1/2 19:24,50
1970/1/2 19:24,49
1970/1/2 19:24,42
1970/1/2 19:29,33
1970/1/2 19:29,35
1970/1/2 19:33,36
1970/1/2 19:35,39
1970/1/2 19:35,40
1970/1/2 19:35,41
1970/1/2 19:36,41
1970/1/2 19:42,41
1970/1/2 19:42,43
1970/1/2 19:46,44
1970/1/2 19:46,55
1970/1/2 19:49,44
1970/1/2 19:50,43
1970/1/2 19:51,42
1970/1/2 19:52,42
1970/1/2 19:54,43
1970/1/2 19:54,47
1970/1/2 19:56,58
1970/1/2 19:58,56
1970/1/2 19:58,48
1970/1/2 19:59,41
1970/1/2 20:00,44
1970/1/2 20:01,42
1970/1/2 20:01,40
1970/1/2 20:03,39
1970/1/2 20:07,34
1970/1/2 20:08,33
1970/1/2 20:09,36
1970/1/2 20:09,42
1970/1/2 20:14,31
1970/1/2 20:23,35
1970/1/2 20:25,31
1970/1/2 20:26,36
1970/1/2 20:26,32
1970/1/2 20:29,38
1970/1/2 20:30,38
1970/1/2 20:30,33
1970/1/2 20:32,36
1970/1/2 20:39,34
1970/1/2 20:40,33
1970/1/2 20:40,36
1970/1/2 20:41,34
1970/1/2 20:43,34
1970/1/2 20:44,31
1970/1/2 20:44,33
1970/1/2 20:46,40
1970/1/2 20:46,36
1970/1/2 20:47,33
1970/1/2 20:47,33
1970/1/2 20:48,35
1970/1/2 20:51,45
1970/1/2 20:51,34
1970/1/2 20:52,26
1970/1/2 20:53,26
1970/1/2 20:55,29
1970/1/2 20:57,29
1970/1/2 20:59,32
1970/1/2 20:59,29
1970/1/2 21:01,29
1970/1/2 21:02,32
1970/1/2 21:03,26
1970/1/2 21:04,28
1970/1/2 21:05,28
1970/1/2 21:08,37
1970/1/2 21:08,40
1970/1/2 21:08,37
1970/1/2 21:11,30
1970/1/2 21:12,35
1970/1/2 21:15,31
1970/1/2 21:16,38
1970/1/2 21:19,29
1970/1/2 21:20,32
1970/1/2 21:20,32
1970/1/2 21:21,33
1970/1/2 21:24,33
1970/1/2 21:26,36
1970/1/3 4:37,41
1970/1/3 4:38,33
1970/1/3 4:39,30
1970/1/3 4:43,31
1970/1/3 4:44,45
1970/1/3 4:45,34
1970/1/3 4:45,43
1970/1/3 4:47,34
1970/1/3 4:50,54
1970/1/3 4:53,38
1970/1/3 4:54,35
1970/1/3 4:58,29
1970/1/3 4:58,28
1970/1/3 4:59,30
1970/1/3 4:59,33
1970/1/3 4:59,37
1970/1/3 4:59,36
1970/1/3 5:05,39
1970/1/3 5:05,45
1970/1/3 5:06,36
1970/1/3 5:11,42
1970/1/3 5:13,39
1970/1/3 5:15,39
1970/1/3 5:16,53
1970/1/3 5:17,52
1970/1/3 5:19,41
1970/1/3 5:19,50
1970/1/3 5:24,44
1970/1/3 5:26,33
1970/1/3 5:27,30
1970/1/3 5:28,33
1970/1/3 5:32,40
1970/1/3 5:35,29
1970/1/3 5:35,30
1970/1/3 5:36,31
1970/1/3 5:38,30
1970/1/3 5:39,22
1970/1/3 5:40,31
1970/1/3 5:41,36
1970/1/3 5:41,39
1970/1/3 5:43,36
1970/1/3 5:45,36
1970/1/3 5:46,24
1970/1/3 5:46,26
1970/1/3 5:48,20
1970/1/3 5:49,21
1970/1/3 5:49,25
1970/1/3 5:49,23
1970/1/3 5:51,23
1970/1/3 5:52,20
1970/1/3 5:53,22
1970/1/3 5:56,23
1970/1/3 5:59,27
1970/1/3 6:01,34
1970/1/3 6:02,36
1970/1/3 6:03,33
1970/1/3 6:08,21
1970/1/3 6:08,20
1970/1/3 6:10,20
1970/1/3 6:13,19
1970/1/3 6:13,21
1970/1/3 6:14,20
1970/1/3 6:15,35
1970/1/3 6:17,41
1970/1/3 6:18,23
1970/1/3 6:19,26
1970/1/3 6:20,29
1970/1/3 6:21,29
1970/1/3 6:24,24
1970/1/3 6:24,27
1970/1/3 6:29,23
1970/1/3 6:30,26
1970/1/3 6:31,34
1970/1/3 6:34,28
1970/1/3 6:35,29
1970/1/3 6:36,25
1970/1/3 6:36,27
1970/1/3 6:36,21
1970/1/3 6:38,25
1970/1/3 6:38,25
1970/1/3 6:39,38
1970/1/3 6:43,28
1970/1/3 6:44,25
1970/1/3 6:46,39
1970/1/3 6:54,23
1970/1/3 6:55,26
1970/1/3 6:57,21
1970/1/3 7:00,23
1970/1/3 7:01,24
1970/1/3 7:02,30
1970/1/3 7:02,29
1970/1/3 7:04,28
1970/1/3 7:04,30
1970/1/3 7:05,27
1970/1/3 7:06,27
1970/1/3 7:07,30
1970/1/3 7:08,33
1970/1/3 7:09,23
1970/1/3 7:10,24
1970/1/3 7:13,21
1970/1/3 7:18,40
1970/1/3 7:18,33
1970/1/3 7:20,33
1970/1/3 7:21,29
1970/1/3 7:23,24
1970/1/3 7:24,28
1970/1/3 7:28,31
1970/1/3 7:28,25
1970/1/3 7:30,24
1970/1/3 7:30,28
1970/1/3 7:30,33
1970/1/3 7:31,34
1970/1/3 7:32,28
1970/1/3 7:35,24
1970/1/3 7:38,20
1970/1/3 7:42,22
1970/1/3 7:42,23
1970/1/3 7:42,24
1970/1/3 7:44,27
1970/1/3 7:45,25
1970/1/3 7:47,21
1970/1/3 7:48,22
1970/1/3 7:50,28
1970/1/3 7:51,30
1970/1/3 7:55,21
1970/1/3 7:55,23
1970/1/3 7:55,21
1970/1/3 7:57,22
1970/1/3 7:58,20
1970/1/3 7:58,22
1970/1/3 8:00,23
1970/1/3 8:03,30
1970/1/3 8:04,27
1970/1/3 8:05,22
1970/1/3 8:06,27
1970/1/3 8:10,34
1970/1/3 8:20,53
1970/1/3 8:31,40
1970/1/3 8:32,40
1970/1/3 8:32,39
1970/1/3 8:33,39
1970/1/3 8:33,37
1970/1/3 8:35,41
1970/1/3 8:35,38
1970/1/3 8:37,35
1970/1/3 8:41,33
1970/1/3 8:41,37
1970/1/3 8:43,39
1970/1/3 8:45,27
1970/1/3 8:46,28
1970/1/3 8:47,31
1970/1/3 8:47,26
1970/1/3 8:51,24
1970/1/3 8:52,40
1970/1/3 8:55,30
1970/1/3 8:56,26
1970/1/3 8:58,26
1970/1/3 8:59,36
1970/1/3 8:59,28
1970/1/3 9:02,43
1970/1/3 9:03,44
1970/1/3 9:06,32
1970/1/3 9:07,32
1970/1/3 9:09,33
1970/1/3 9:09,30
1970/1/3 9:15,32
1970/1/3 9:16,31
1970/1/3 9:20,55
1970/1/3 9:20,58
1970/1/3 9:20,57
1970/1/3 9:21,58
1970/1/3 9:22,45
1970/1/3 9:23,31
1970/1/3 9:23,34
1970/1/3 9:29,29
1970/1/3 9:29,32
1970/1/3 9:30,34
1970/1/3 9:30,30
1970/1/3 9:32,31
1970/1/3 9:32,31
1970/1/3 9:35,29
1970/1/3 9:35,29
1970/1/3 9:36,37
1970/1/3 9:40,37
1970/1/3 9:40,41
1970/1/3 9:47,23
1970/1/3 9:49,31
1970/1/3 9:50,29
1970/1/3 9:52,33
1970/1/3 9:53,31
1970/1/3 9:54,30
1970/1/3 9:55,28
1970/1/3 9:56,29
1970/1/3 9:59,35
1970/1/3 9:59,39
1970/1/3 9:59,39
1970/1/3 10:01,50
1970/1/3 10:01,50
1970/1/3 10:01,37
1970/1/3 10:02,47
1970/1/3 10:04,38
1970/1/3 10:05,31
1970/1/3 10:09,44
1970/1/3 10:09,46
1970/1/3 10:09,46
1970/1/3 10:10,50
1970/1/3 10:12,48
1970/1/3 10:13,49
1970/1/3 10:18,33
1970/1/3 10:18,33
1970/1/3 10:19,28
1970/1/3 10:19,26
1970/1/3 10:21,27
1970/1/3 10:22,42
1970/1/3 10:22,36
1970/1/3 10:24,38
1970/1/3 10:25,45
1970/1/3 10:30,54
1970/1/3 10:30,40
1970/1/3 10:31,38
1970/1/3 10:34,34
1970/1/3 10:36,38
1970/1/3 10:37,33
1970/1/3 10:38,36
1970/1/3 10:40,35
1970/1/3 10:40,41
1970/1/3 10:42,39
1970/1/3 10:43,44
1970/1/3 10:46,33
1970/1/3 10:48,26
1970/1/3 10:51,35
1970/1/3 10:56,32
1970/1/3 10:57,31
1970/1/3 10:58,33
1970/1/3 10:59,39
1970/1/3 11:00,45
1970/1/3 11:00,43
1970/1/3 11:00,44
1970/1/3 11:02,37
1970/1/3 11:05,38
1970/1/3 11:06,44
1970/1/3 11:06,40
1970/1/3 11:09,31
1970/1/3 11:10,34
1970/1/3 11:10,32
1970/1/3 11:10,33
1970/1/3 11:11,41
1970/1/3 11:12,35
1970/1/3 11:12,41
1970/1/3 11:12,39
1970/1/3 11:13,44
1970/1/3 11:14,33
1970/1/3 11:16,28
1970/1/3 11:16,35
1970/1/3 11:16,37
1970/1/3 11:17,32
1970/1/3 11:17,35
1970/1/3 11:20,24
1970/1/3 11:20,28
1970/1/3 11:21,30
