date,cpu_util_percent
1970/1/1 16:00,20
1970/1/1 16:05,56
1970/1/1 16:10,20
1970/1/1 16:15,20
1970/1/1 16:20,18
1970/1/1 16:25,30
1970/1/1 16:30,31
1970/1/1 16:35,37
1970/1/1 16:40,34
1970/1/1 16:45,38
1970/1/1 16:50,35
1970/1/1 16:55,26
1970/1/1 17:00,26
1970/1/1 17:05,25
1970/1/1 17:10,36
1970/1/1 17:15,81
1970/1/1 17:20,27
1970/1/1 17:25,30
1970/1/1 17:30,24
1970/1/1 17:35,33
1970/1/1 17:40,25
1970/1/1 17:45,30
1970/1/1 17:50,33
1970/1/1 17:55,65
1970/1/1 18:00,34
1970/1/1 18:05,37
1970/1/1 18:10,76
1970/1/1 18:15,29
1970/1/1 18:20,28
1970/1/1 18:25,28
1970/1/1 18:30,76
1970/1/1 18:35,28
1970/1/1 18:40,28
1970/1/1 18:45,29
1970/1/1 18:50,37
1970/1/1 18:55,46
1970/1/1 19:00,51
1970/1/1 19:05,52
1970/1/1 19:10,41
1970/1/1 19:15,26
1970/1/1 19:20,23
1970/1/1 19:25,22
1970/1/1 19:30,38
1970/1/1 19:35,26
1970/1/1 19:40,27
1970/1/1 19:45,24
1970/1/1 19:50,63
1970/1/1 19:55,45
1970/1/1 20:00,36
1970/1/1 20:05,34
1970/1/1 20:10,33
1970/1/1 20:15,27
1970/1/1 20:20,34
1970/1/1 20:25,31
1970/1/1 20:30,28
1970/1/1 20:35,41
1970/1/1 20:40,45
1970/1/1 20:45,53
1970/1/1 20:50,43
1970/1/1 20:55,31
1970/1/1 21:00,33
1970/1/1 21:05,30
1970/1/1 21:10,31
1970/1/1 21:15,80
1970/1/1 21:20,38
1970/1/1 21:25,42
1970/1/1 21:30,36
1970/1/1 21:35,36
1970/1/1 21:40,33
1970/1/1 21:45,38
1970/1/1 21:50,69
1970/1/1 21:55,29
1970/1/1 22:00,29
1970/1/1 22:05,28
1970/1/1 22:10,33
1970/1/1 22:15,26
1970/1/1 22:20,57
1970/1/1 22:25,23
1970/1/1 22:30,23
1970/1/1 22:35,24
1970/1/1 22:40,28
1970/1/1 22:45,25
1970/1/1 22:50,49
1970/1/1 22:55,36
1970/1/1 23:00,65
1970/1/1 23:05,34
1970/1/1 23:10,35
1970/1/1 23:15,33
1970/1/1 23:20,28
1970/1/1 23:25,30
1970/1/1 23:30,28
1970/1/1 23:35,33
1970/1/1 23:40,39
1970/1/1 23:45,34
1970/1/1 23:50,32
1970/1/1 23:55,27
1970/1/2 0:00,28
1970/1/2 0:05,30
1970/1/2 0:10,31
1970/1/2 0:15,29
1970/1/2 0:20,31
1970/1/2 0:25,32
1970/1/2 0:30,29
1970/1/2 0:35,31
1970/1/2 0:40,35
1970/1/2 0:45,42
1970/1/2 0:50,33
1970/1/2 0:55,29
1970/1/2 1:00,28
1970/1/2 1:05,26
1970/1/2 1:10,36
1970/1/2 1:15,30
1970/1/2 1:20,25
1970/1/2 1:25,25
1970/1/2 1:30,26
1970/1/2 1:35,30
1970/1/2 1:40,32
1970/1/2 1:45,33
1970/1/2 1:50,36
1970/1/2 1:55,39
1970/1/2 2:00,50
1970/1/2 2:05,41
1970/1/2 2:10,34
1970/1/2 2:15,43
1970/1/2 2:20,34
1970/1/2 2:25,41
1970/1/2 2:30,39
1970/1/2 2:35,37
1970/1/2 2:40,36
1970/1/2 2:45,36
1970/1/2 2:50,28
1970/1/2 2:55,47
1970/1/2 3:00,37
1970/1/2 3:05,39
1970/1/2 3:10,37
1970/1/2 3:15,36
1970/1/2 3:20,38
1970/1/2 3:25,39
1970/1/2 3:30,35
1970/1/2 3:35,32
1970/1/2 3:40,36
1970/1/2 3:45,40
1970/1/2 3:50,40
1970/1/2 3:55,38
1970/1/2 4:00,36
1970/1/2 4:05,33
1970/1/2 4:10,38
1970/1/2 4:15,43
1970/1/2 4:20,36
1970/1/2 4:25,34
1970/1/2 4:30,33
1970/1/2 4:35,39
1970/1/2 4:40,34
1970/1/2 4:45,29
1970/1/2 4:50,38
1970/1/2 4:55,40
1970/1/2 5:00,36
1970/1/2 5:05,42
1970/1/2 5:10,51
1970/1/2 5:15,48
1970/1/2 5:20,34
1970/1/2 5:25,41
1970/1/2 5:30,46
1970/1/2 5:35,41
1970/1/2 5:40,42
1970/1/2 5:45,39
1970/1/2 5:50,36
1970/1/2 5:55,32
1970/1/2 6:00,28
1970/1/2 6:05,41
1970/1/2 6:10,34
1970/1/2 6:15,32
1970/1/2 6:20,38
1970/1/2 6:25,33
1970/1/2 6:30,40
1970/1/2 6:35,30
1970/1/2 6:40,39
1970/1/2 6:45,37
1970/1/2 6:50,39
1970/1/2 6:55,35
1970/1/2 7:00,53
1970/1/2 7:05,39
1970/1/2 7:10,39
1970/1/2 7:15,28
1970/1/2 7:20,46
1970/1/2 7:25,36
1970/1/2 7:30,39
1970/1/2 7:35,37
1970/1/2 7:40,30
1970/1/2 7:45,34
1970/1/2 7:50,28
1970/1/2 7:55,39
1970/1/2 8:00,50
1970/1/2 8:05,42
1970/1/2 8:10,31
1970/1/2 8:15,35
1970/1/2 8:20,43
1970/1/2 8:25,39
1970/1/2 8:30,44
1970/1/2 8:35,34
1970/1/2 8:40,39
1970/1/2 8:45,38
1970/1/2 8:50,40
1970/1/2 8:55,45
1970/1/2 9:00,35
1970/1/2 9:05,36
1970/1/2 9:10,35
1970/1/2 9:15,31
1970/1/2 9:20,41
1970/1/2 9:25,41
1970/1/2 9:30,32
1970/1/2 9:35,36
1970/1/2 9:40,35
1970/1/2 9:45,33
1970/1/2 9:50,35
1970/1/2 9:55,30
1970/1/2 10:00,32
1970/1/2 10:05,32
1970/1/2 10:10,37
1970/1/2 10:15,37
1970/1/2 10:20,32
1970/1/2 10:25,33
1970/1/2 10:30,25
1970/1/2 10:35,27
1970/1/2 10:40,33
1970/1/2 10:45,28
1970/1/2 10:50,28
1970/1/2 10:55,28
1970/1/2 11:00,29
1970/1/2 11:05,30
1970/1/2 11:10,33
1970/1/2 11:15,42
1970/1/2 11:20,35
1970/1/2 11:25,49
1970/1/2 11:30,42
1970/1/2 11:35,37
1970/1/2 11:40,25
1970/1/2 11:45,34
1970/1/2 11:50,43
1970/1/2 11:55,58
1970/1/2 12:00,52
1970/1/2 12:05,33
1970/1/2 12:10,27
1970/1/2 12:15,32
1970/1/2 12:20,30
1970/1/2 12:25,24
1970/1/2 12:30,32
1970/1/2 12:35,19
1970/1/2 12:40,19
1970/1/2 12:45,31
1970/1/2 12:50,24
1970/1/2 12:55,32
1970/1/2 13:00,26
1970/1/2 13:05,22
1970/1/2 13:10,27
1970/1/2 13:15,30
1970/1/2 13:20,25
1970/1/2 13:25,32
1970/1/2 13:30,25
1970/1/2 13:35,26
1970/1/2 13:40,25
1970/1/2 13:45,27
1970/1/2 13:50,31
1970/1/2 13:55,23
1970/1/2 14:00,23
1970/1/2 14:05,21
1970/1/2 14:10,33
1970/1/2 14:15,30
1970/1/2 14:20,27
1970/1/2 14:25,41
1970/1/2 14:30,43
1970/1/2 14:35,36
1970/1/2 14:40,30
1970/1/2 14:45,35
1970/1/2 14:50,32
1970/1/2 14:55,30
1970/1/2 15:00,29
1970/1/2 15:05,25
1970/1/2 15:10,24
1970/1/2 15:15,28
1970/1/2 15:20,30
1970/1/2 15:25,27
1970/1/2 15:30,33
1970/1/2 15:35,32
1970/1/2 15:40,33
1970/1/2 15:45,33
1970/1/2 15:50,33
1970/1/2 15:55,32
1970/1/2 16:00,35
1970/1/2 16:05,32
1970/1/2 16:10,32
1970/1/2 16:15,34
1970/1/2 16:20,37
1970/1/2 16:25,33
1970/1/2 16:30,31
1970/1/2 16:35,35
1970/1/2 16:40,34
1970/1/2 16:45,35
1970/1/2 16:50,36
1970/1/2 16:55,34
1970/1/2 17:00,47
1970/1/2 17:05,49
1970/1/2 17:10,62
1970/1/2 17:15,34
1970/1/2 17:20,37
1970/1/2 17:25,38
1970/1/2 17:30,50
1970/1/2 17:35,31
1970/1/2 17:40,34
1970/1/2 17:45,32
1970/1/2 17:50,33
1970/1/2 17:55,35
1970/1/2 18:00,31
1970/1/2 18:05,25
1970/1/2 18:10,24
1970/1/2 18:15,23
1970/1/2 18:20,24
1970/1/2 18:25,32
1970/1/2 18:30,37
1970/1/2 18:35,35
1970/1/2 18:40,30
1970/1/2 18:45,35
1970/1/2 18:50,34
1970/1/2 18:55,32
1970/1/2 19:00,37
1970/1/2 19:05,40
1970/1/2 19:10,38
1970/1/2 19:15,35
1970/1/2 19:20,44
1970/1/2 19:25,31
1970/1/2 19:30,34
1970/1/2 19:35,33
1970/1/2 19:40,38
1970/1/2 19:45,44
1970/1/2 19:50,51
1970/1/2 19:55,51
1970/1/2 20:00,50
1970/1/2 20:05,43
1970/1/2 20:10,48
1970/1/2 20:15,48
1970/1/2 20:20,47
1970/1/2 20:25,44
1970/1/2 20:30,43
1970/1/2 20:35,36
1970/1/2 20:40,38
1970/1/2 20:45,37
1970/1/2 20:50,34
1970/1/2 20:55,33
1970/1/2 21:00,35
1970/1/2 21:05,34
1970/1/2 21:10,23
1970/1/2 21:15,27
1970/1/2 21:20,27
1970/1/2 21:25,27
1970/1/2 21:30,33
1970/1/2 21:35,31
1970/1/2 21:40,32
1970/1/2 21:45,34
1970/1/2 21:50,30
1970/1/2 21:55,28
1970/1/2 22:00,30
1970/1/2 22:05,32
1970/1/2 22:10,31
1970/1/2 22:15,31
1970/1/2 22:20,27
1970/1/2 22:25,34
1970/1/2 22:30,37
1970/1/2 22:35,38
1970/1/2 22:40,33
1970/1/2 22:45,26
1970/1/2 22:50,28
1970/1/2 22:55,37
1970/1/2 23:00,34
1970/1/2 23:05,30
1970/1/2 23:10,40
1970/1/2 23:15,38
1970/1/2 23:20,41
1970/1/2 23:25,41
1970/1/2 23:30,37
1970/1/2 23:35,37
1970/1/2 23:40,36
1970/1/2 23:45,57
1970/1/2 23:50,55
1970/1/2 23:55,78
1970/1/3 0:00,71
1970/1/3 0:05,71
1970/1/3 0:10,73
1970/1/3 0:15,71
1970/1/3 0:20,83
1970/1/3 0:25,80
1970/1/3 0:30,78
1970/1/3 0:35,75
1970/1/3 0:40,74
1970/1/3 0:45,72
1970/1/3 0:50,66
1970/1/3 0:55,60
1970/1/3 1:00,56
1970/1/3 1:05,54
1970/1/3 1:10,59
1970/1/3 1:15,50
1970/1/3 1:20,57
1970/1/3 1:25,53
1970/1/3 1:30,54
1970/1/3 1:35,63
1970/1/3 1:40,59
1970/1/3 1:45,59
1970/1/3 1:50,71
1970/1/3 1:55,73
1970/1/3 2:00,47
1970/1/3 2:05,46
1970/1/3 2:10,53
1970/1/3 2:15,65
1970/1/3 2:20,59
1970/1/3 2:25,56
1970/1/3 2:30,56
1970/1/3 2:35,58
1970/1/3 2:40,77
1970/1/3 2:45,66
1970/1/3 2:50,49
1970/1/3 2:55,33
1970/1/3 3:00,48
1970/1/3 3:05,54
1970/1/3 3:10,52
1970/1/3 3:15,55
1970/1/3 3:20,47
1970/1/3 3:25,47
1970/1/3 3:30,49
1970/1/3 3:35,53
1970/1/3 3:40,49
1970/1/3 3:45,51
1970/1/3 3:50,45
1970/1/3 3:55,48
1970/1/3 4:00,45
1970/1/3 4:05,60
1970/1/3 4:10,46
1970/1/3 4:15,46
1970/1/3 4:20,47
1970/1/3 4:25,46
1970/1/3 4:30,51
1970/1/3 4:35,51
1970/1/3 4:40,48
1970/1/3 4:45,51
1970/1/3 4:50,49
1970/1/3 4:55,49
1970/1/3 5:00,52
1970/1/3 5:05,47
1970/1/3 5:10,54
1970/1/3 5:15,54
1970/1/3 5:20,55
1970/1/3 5:25,44
1970/1/3 5:30,46
1970/1/3 5:35,45
1970/1/3 5:40,42
1970/1/3 5:45,34
1970/1/3 5:50,38
1970/1/3 5:55,37
1970/1/3 6:00,33
1970/1/3 6:05,38
1970/1/3 6:10,38
1970/1/3 6:15,37
1970/1/3 6:20,36
1970/1/3 6:25,53
1970/1/3 6:30,57
1970/1/3 6:35,53
1970/1/3 6:40,54
1970/1/3 6:45,61
1970/1/3 6:50,69
1970/1/3 6:55,59
1970/1/3 7:00,52
1970/1/3 7:05,53
1970/1/3 7:10,55
1970/1/3 7:15,45
1970/1/3 7:20,37
1970/1/3 7:25,41
1970/1/3 7:30,42
1970/1/3 7:35,43
1970/1/3 7:40,40
1970/1/3 7:45,39
1970/1/3 7:50,39
1970/1/3 7:55,42
1970/1/3 8:00,40
1970/1/3 8:05,40
1970/1/3 8:10,37
1970/1/3 8:15,43
1970/1/3 8:20,43
1970/1/3 8:25,39
1970/1/3 8:30,36
1970/1/3 8:35,38
1970/1/3 8:40,31
1970/1/3 8:45,34
1970/1/3 8:50,35
1970/1/3 8:55,29
1970/1/3 9:00,34
1970/1/3 9:05,51
1970/1/3 9:10,46
1970/1/3 9:15,50
1970/1/3 9:20,53
1970/1/3 9:25,33
1970/1/3 9:30,40
1970/1/3 9:35,41
1970/1/3 9:40,38
1970/1/3 9:45,38
1970/1/3 9:50,40
1970/1/3 9:55,43
1970/1/3 10:00,44
1970/1/3 10:05,44
1970/1/3 10:10,49
1970/1/3 10:15,33
1970/1/3 10:20,31
1970/1/3 10:25,33
1970/1/3 10:30,32
1970/1/3 10:35,38
1970/1/3 10:40,35
1970/1/3 10:45,38
1970/1/3 10:50,37
1970/1/3 10:55,34
1970/1/3 11:00,37
1970/1/3 11:05,36
1970/1/3 11:10,37
1970/1/3 11:15,32
1970/1/3 11:20,40
1970/1/3 11:25,45
1970/1/3 11:30,34
1970/1/3 11:35,27
1970/1/3 11:40,36
1970/1/3 11:45,32
1970/1/3 11:50,33
1970/1/3 11:55,30
1970/1/3 12:00,52
1970/1/3 12:05,44
1970/1/3 12:10,60
1970/1/3 12:15,45
1970/1/3 12:20,44
1970/1/3 12:25,45
1970/1/3 12:30,48
1970/1/3 12:35,51
1970/1/3 12:40,48
1970/1/3 12:45,59
1970/1/3 12:50,59
1970/1/3 12:55,59
1970/1/3 13:00,57
1970/1/3 13:05,55
1970/1/3 13:10,54
1970/1/3 13:15,49
1970/1/3 13:20,50
1970/1/3 13:25,49
1970/1/3 13:30,42
1970/1/3 13:35,33
1970/1/3 13:40,35
1970/1/3 13:45,36
1970/1/3 13:50,39
1970/1/3 13:55,40
1970/1/3 14:00,41
1970/1/3 14:05,41
1970/1/3 14:10,41
1970/1/3 14:15,43
1970/1/3 14:20,44
1970/1/3 14:25,55
1970/1/3 14:30,44
1970/1/3 14:35,43
1970/1/3 14:40,42
1970/1/3 14:45,42
1970/1/3 14:50,43
1970/1/3 14:55,47
1970/1/3 15:00,58
1970/1/3 15:05,56
1970/1/3 15:10,48
1970/1/3 15:15,41
1970/1/3 15:20,44
1970/1/3 15:25,42
1970/1/3 15:30,40
1970/1/3 15:35,39
1970/1/3 15:40,34
1970/1/3 15:45,33
1970/1/3 15:50,36
1970/1/3 15:55,42
1970/1/3 16:00,31
1970/1/3 16:05,35
1970/1/3 16:10,31
1970/1/3 16:15,36
1970/1/3 16:20,32
1970/1/3 16:25,38
1970/1/3 16:30,38
1970/1/3 16:35,33
1970/1/3 16:40,36
1970/1/3 16:45,34
1970/1/3 16:50,33
1970/1/3 16:55,36
1970/1/3 17:00,34
1970/1/3 17:05,34
1970/1/3 17:10,31
1970/1/3 17:15,33
1970/1/3 17:20,40
1970/1/3 17:25,36
1970/1/3 17:30,33
1970/1/3 17:35,33
1970/1/3 17:40,35
1970/1/3 17:45,45
1970/1/3 17:50,34
1970/1/3 17:55,26
1970/1/3 18:00,26
1970/1/3 18:05,29
1970/1/3 18:10,29
1970/1/3 18:15,32
1970/1/3 18:20,29
1970/1/3 18:25,29
1970/1/3 18:30,32
1970/1/3 18:35,26
1970/1/3 18:40,28
1970/1/3 18:45,28
1970/1/3 18:50,37
1970/1/3 18:55,40
1970/1/3 19:00,37
1970/1/3 19:05,30
1970/1/3 19:10,35
1970/1/3 19:15,31
1970/1/3 19:20,38
1970/1/3 19:25,29
1970/1/3 19:30,32
1970/1/3 19:35,32
1970/1/3 19:40,33
1970/1/3 19:45,33
1970/1/3 19:50,36
1970/1/3 19:55,41
1970/1/3 20:00,33
1970/1/3 20:05,30
1970/1/3 20:10,31
1970/1/3 20:15,45
1970/1/3 20:20,34
1970/1/3 20:25,43
1970/1/3 20:30,34
1970/1/3 20:35,54
1970/1/3 20:40,38
1970/1/3 20:45,35
1970/1/3 20:50,29
1970/1/3 20:55,28
1970/1/3 21:00,30
1970/1/3 21:05,33
1970/1/3 21:10,37
1970/1/3 21:15,36
1970/1/3 21:20,39
1970/1/3 21:25,45
1970/1/3 21:30,36
1970/1/3 21:35,42
1970/1/3 21:40,39
1970/1/3 21:45,39
1970/1/3 21:50,53
1970/1/3 21:55,52
1970/1/3 22:00,41
1970/1/3 22:05,50
1970/1/3 22:10,44
1970/1/3 22:15,33
1970/1/3 22:20,30
1970/1/3 22:25,33
1970/1/3 22:30,40
1970/1/3 22:35,29
1970/1/3 22:40,30
1970/1/3 22:45,31
1970/1/3 22:50,30
1970/1/3 22:55,22
1970/1/3 23:00,31
1970/1/3 23:05,36
1970/1/3 23:10,39
1970/1/3 23:15,36
1970/1/3 23:20,36
1970/1/3 23:25,24
1970/1/3 23:30,26
1970/1/3 23:35,20
1970/1/3 23:40,21
1970/1/3 23:45,25
1970/1/3 23:50,23
1970/1/3 23:55,23
1970/1/4 0:00,20
1970/1/4 0:05,22
1970/1/4 0:10,23
1970/1/4 0:15,27
1970/1/4 0:20,34
1970/1/4 0:25,36
1970/1/4 0:30,33
1970/1/4 0:35,21
1970/1/4 0:40,20
1970/1/4 0:45,20
1970/1/4 0:50,19
1970/1/4 0:55,21
1970/1/4 1:00,20
1970/1/4 1:05,35
1970/1/4 1:10,41
1970/1/4 1:15,23
1970/1/4 1:20,26
1970/1/4 1:25,29
1970/1/4 1:30,29
1970/1/4 1:35,24
1970/1/4 1:40,27
1970/1/4 1:45,23
1970/1/4 1:50,26
1970/1/4 1:55,34
1970/1/4 2:00,28
1970/1/4 2:05,29
1970/1/4 2:10,25
1970/1/4 2:15,27
1970/1/4 2:20,21
1970/1/4 2:25,25
1970/1/4 2:30,25
1970/1/4 2:35,38
1970/1/4 2:40,28
1970/1/4 2:45,25
1970/1/4 2:50,39
1970/1/4 2:55,23
1970/1/4 3:00,26
1970/1/4 3:05,21
1970/1/4 3:10,23
1970/1/4 3:15,24
1970/1/4 3:20,30
1970/1/4 3:25,29
1970/1/4 3:30,28
1970/1/4 3:35,30
1970/1/4 3:40,27
1970/1/4 3:45,27
1970/1/4 3:50,30
1970/1/4 3:55,33
1970/1/4 4:00,23
1970/1/4 4:05,24
1970/1/4 4:10,21
1970/1/4 4:15,40
1970/1/4 4:20,33
1970/1/4 4:25,33
1970/1/4 4:30,29
1970/1/4 4:35,24
1970/1/4 4:40,28
1970/1/4 4:45,31
1970/1/4 4:50,25
1970/1/4 4:55,24
1970/1/4 5:00,28
1970/1/4 5:05,33
1970/1/4 5:10,34
1970/1/4 5:15,28
1970/1/4 5:20,24
1970/1/4 5:25,20
1970/1/4 5:30,22
1970/1/4 5:35,23
1970/1/4 5:40,24
1970/1/4 5:45,27
1970/1/4 5:50,25
1970/1/4 5:55,21
1970/1/4 6:00,22
1970/1/4 6:05,28
1970/1/4 6:10,30
1970/1/4 6:15,21
1970/1/4 6:20,23
1970/1/4 6:25,21
1970/1/4 6:30,22
1970/1/4 6:35,20
1970/1/4 6:40,22
1970/1/4 6:45,23
1970/1/4 6:50,30
1970/1/4 6:55,27
1970/1/4 7:00,22
1970/1/4 7:05,27
1970/1/4 7:10,34
1970/1/4 7:15,53
1970/1/4 7:20,40
1970/1/4 7:25,40
1970/1/4 7:30,39
1970/1/4 7:35,39
1970/1/4 7:40,37
1970/1/4 7:45,41
1970/1/4 7:50,38
1970/1/4 7:55,35
1970/1/4 8:00,33
1970/1/4 8:05,37
1970/1/4 8:10,39
1970/1/4 8:15,27
1970/1/4 8:20,28
1970/1/4 8:25,31
1970/1/4 8:30,26
1970/1/4 8:35,24
1970/1/4 8:40,40
1970/1/4 8:45,30
1970/1/4 8:50,26
1970/1/4 8:55,26
1970/1/4 9:00,36
1970/1/4 9:05,28
1970/1/4 9:10,43
1970/1/4 9:15,44
1970/1/4 9:20,32
1970/1/4 9:25,32
1970/1/4 9:30,33
1970/1/4 9:35,30
1970/1/4 9:40,32
1970/1/4 9:45,31
1970/1/4 9:50,55
1970/1/4 9:55,58
1970/1/4 10:00,57
1970/1/4 10:05,58
1970/1/4 10:10,45
1970/1/4 10:15,31
1970/1/4 10:20,34
1970/1/4 10:25,29
1970/1/4 10:30,32
1970/1/4 10:35,34
1970/1/4 10:40,30
1970/1/4 10:45,31
1970/1/4 10:50,31
1970/1/4 10:55,29
1970/1/4 11:00,29
1970/1/4 11:05,37
1970/1/4 11:10,37
1970/1/4 11:15,41
1970/1/4 11:20,23
1970/1/4 11:25,31
1970/1/4 11:30,29
1970/1/4 11:35,33
1970/1/4 11:40,31
1970/1/4 11:45,30
1970/1/4 11:50,28
1970/1/4 11:55,29
1970/1/4 12:00,35
1970/1/4 12:05,39
1970/1/4 12:10,39
1970/1/4 12:15,50
1970/1/4 12:20,50
1970/1/4 12:25,37
1970/1/4 12:30,47
1970/1/4 12:35,38
1970/1/4 12:40,31
1970/1/4 12:45,44
1970/1/4 12:50,46
1970/1/4 12:55,46
1970/1/4 13:00,50
1970/1/4 13:05,48
1970/1/4 13:10,49
1970/1/4 13:15,33
1970/1/4 13:20,33
1970/1/4 13:25,28
1970/1/4 13:30,26
1970/1/4 13:35,27
1970/1/4 13:40,42
1970/1/4 13:45,36
1970/1/4 13:50,38
1970/1/4 13:55,45
1970/1/4 14:00,54
1970/1/4 14:05,40
1970/1/4 14:10,38
1970/1/4 14:15,34
1970/1/4 14:20,38
1970/1/4 14:25,33
1970/1/4 14:30,36
1970/1/4 14:35,35
1970/1/4 14:40,41
1970/1/4 14:45,39
1970/1/4 14:50,44
1970/1/4 14:55,33
1970/1/4 15:00,26
1970/1/4 15:05,35
1970/1/4 15:10,32
1970/1/4 15:15,31
1970/1/4 15:20,33
1970/1/4 15:25,39
1970/1/4 15:30,45
1970/1/4 15:35,43
1970/1/4 15:40,44
1970/1/4 15:45,37
1970/1/4 15:50,38
1970/1/4 15:55,44
1970/1/4 16:00,40
1970/1/4 16:05,31
1970/1/4 16:10,34
1970/1/4 16:15,32
1970/1/4 16:20,33
1970/1/4 16:25,41
1970/1/4 16:30,35
1970/1/4 16:35,41
1970/1/4 16:40,39
1970/1/4 16:45,44
1970/1/4 16:50,33
1970/1/4 16:55,28
1970/1/4 17:00,35
1970/1/4 17:05,37
1970/1/4 17:10,32
1970/1/4 17:15,35
1970/1/4 17:20,24
1970/1/4 17:25,28
1970/1/4 17:30,30
